,liste,nomNuance,nuance,annee,election,tour,region,departement,canton,inscrits,votants,exprimes,voix,clef,code_canton,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
7356,Mme CHOCARDELLE Brigitte et M. COUROT Bertrand,Divers droite,BC-DVD,2015,Départementales,2,44,51,01,16766,9299,8865,2825,Départementales22015,51001,31.87,55.46,2.59,Bleu,#045BFF
7357,Mme CHOCHOIS Fabienne et M. LANNOY Jacques,Divers droite,BC-DVD,2015,Départementales,1,32,62,14,29342,14393,13689,2959,Départementales12015,62014,21.62,49.05,2.4,Bleu,#045BFF
7358,Mme CHOUAND-KOENIG Véronique et M. RUAULT Michel,Divers droite,BC-DVD,2015,Départementales,1,52,49,15,21323,10846,10335,2782,Départementales12015,49015,26.92,50.87,2.4,Bleu,#045BFF
7359,Mme CIBOT Béatrice et M. PORTE Jean-Pierre,Divers droite,BC-DVD,2015,Départementales,1,75,24,13,12265,7949,7469,2322,Départementales12015,24013,31.09,64.81,3.91,Bleu,#045BFF
7360,Mme CIBOT Béatrice et M. PORTE Jean-Pierre,Divers droite,BC-DVD,2015,Départementales,2,75,24,13,12262,8141,7348,3423,Départementales22015,24013,46.58,66.39,6.47,Bleu,#045BFF
7361,Mme CICHALEWSKA Iwona et M. HIRTZ Bertrand,Divers droite,BC-DVD,2015,Départementales,1,44,67,20,26141,12361,11980,670,Départementales12015,67020,5.59,47.29,1.46,Bleu,#045BFF
7362,Mme CLAUZEL Ardoine et M. POUDEVIGNE Marcel,Divers droite,BC-DVD,2015,Départementales,1,76,48,04,4684,2882,2655,725,Départementales12015,48004,27.31,61.53,4.85,Bleu,#045BFF
7363,Mme CLEMENT Annie et M. MAMOUM Blaise,Divers droite,BC-DVD,2015,Départementales,1,84,42,16,27214,12890,12532,327,Départementales12015,42016,2.61,47.37,1.32,Bleu,#045BFF
7364,Mme CLEMENT Michelle et M. GONZALEZ Pierre-Gabriel,Divers droite,BC-DVD,2015,Départementales,1,84,63,08,15527,8073,7781,1523,Départementales12015,63008,19.57,51.99,1.88,Bleu,#045BFF
7365,Mme CLEMENT Michelle et M. GONZALEZ Pierre-Gabriel,Divers droite,BC-DVD,2015,Départementales,2,84,63,08,15527,6907,6029,2606,Départementales22015,63008,43.22,44.48,5.65,Bleu,#045BFF
7366,Mme COCHENER Stéphanie et M. LATOUR Gilles,Divers droite,BC-DVD,2015,Départementales,1,44,55,02,9475,4811,4466,441,Départementales12015,55002,9.87,50.78,3.64,Bleu,#045BFF
7367,Mme COINDET Murielle et M. DUFOUR André,Divers droite,BC-DVD,2015,Départementales,1,44,52,12,7458,4298,3956,379,Départementales12015,52012,9.58,57.63,4.59,Bleu,#045BFF
7368,Mme COLLET Frédérique et M. DE COURSON  Arnaud,Divers droite,BC-DVD,2015,Départementales,1,11,92,16,40978,19701,19130,5876,Départementales12015,92016,30.72,48.08,1.39,Bleu,#045BFF
7369,Mme COLLET Frédérique et M. DE COURSON  Arnaud,Divers droite,BC-DVD,2015,Départementales,2,11,92,16,40978,18057,16695,8897,Départementales22015,92016,53.29,44.07,3.32,Bleu,#045BFF
7370,Mme COLLONGE Christine et M. PADILLA Eric,Divers droite,BC-DVD,2015,Départementales,1,84,26,11,20504,10415,10032,335,Départementales12015,26011,3.34,50.79,1.87,Bleu,#045BFF
7371,Mme COLOMBO Karine et M. GROSLAMBERT Gérard,Divers droite,BC-DVD,2015,Départementales,1,44,52,05,7369,3747,3469,1645,Départementales12015,52005,47.42,50.85,3.77,Bleu,#045BFF
7372,Mme COLOMBO Karine et M. GROSLAMBERT Gérard,Divers droite,BC-DVD,2015,Départementales,2,44,52,05,7369,3461,3068,1999,Départementales22015,52005,65.16,46.97,5.33,Bleu,#045BFF
7373,Mme COMAILLS Nicole et M. CUADRAT Robert,Divers droite,BC-DVD,2015,Départementales,1,76,66,11,14935,7980,7653,466,Départementales12015,66011,6.09,53.43,2.19,Bleu,#045BFF
7374,Mme COMBE Danielle et M. VAUTRIN Jean-Philippe,Divers droite,BC-DVD,2015,Départementales,1,44,55,07,8403,4420,4197,1517,Départementales12015,55007,36.14,52.6,2.65,Bleu,#045BFF
7375,Mme COMBE Danielle et M. VAUTRIN Jean-Philippe,Divers droite,BC-DVD,2015,Départementales,2,44,55,07,8399,4247,3746,2331,Départementales22015,55007,62.23,50.57,5.96,Bleu,#045BFF
7376,Mme COMTE Joëlle et M. RONOT Patrick,Divers droite,BC-DVD,2015,Départementales,1,27,25,07,20588,10292,9884,600,Départementales12015,25007,6.07,49.99,1.98,Bleu,#045BFF
7377,Mme COOMANS Hélène et M. TERRAIN Christophe,Divers droite,BC-DVD,2015,Départementales,1,76,32,01,7417,4903,4524,2713,Départementales12015,32001,59.97,66.1,5.11,Bleu,#045BFF
7378,Mme COQUILLE Marie-Andrée et M. GUYENOT Philippe,Divers droite,BC-DVD,2015,Départementales,1,27,21,22,16688,9678,9045,799,Départementales12015,21022,8.83,57.99,3.79,Bleu,#045BFF
7379,Mme CORBEL Florence et M. ORÉAL Sylvain,Divers droite,BC-DVD,2015,Départementales,1,53,22,16,13819,7919,7439,2659,Départementales12015,22016,35.74,57.31,3.47,Bleu,#045BFF
7380,Mme CORBEL Florence et M. ORÉAL Sylvain,Divers droite,BC-DVD,2015,Départementales,2,53,22,16,13817,7955,7345,3334,Départementales22015,22016,45.39,57.57,4.41,Bleu,#045BFF
7381,Mme CORSON Laurence et M. KERLOGOT Yannick,Divers droite,BC-DVD,2015,Départementales,1,53,22,05,18561,10077,9470,4098,Départementales12015,22005,43.27,54.29,3.27,Bleu,#045BFF
7382,Mme CORSON Laurence et M. KERLOGOT Yannick,Divers droite,BC-DVD,2015,Départementales,2,53,22,05,18555,9865,9010,5708,Départementales22015,22005,63.35,53.17,4.61,Bleu,#045BFF
7383,Mme CORTI Catherine et M. COULON Bernard,Divers droite,BC-DVD,2015,Départementales,1,84,03,15,14307,7855,7494,3719,Départementales12015,03015,49.63,54.9,2.52,Bleu,#045BFF
7384,Mme CORTI Catherine et M. COULON Bernard,Divers droite,BC-DVD,2015,Départementales,2,84,03,15,14306,7611,6977,4610,Départementales22015,03015,66.07,53.2,4.43,Bleu,#045BFF
7385,Mme COSTES-DANDURAND Hélène et M. ESNAULT Emilion,Divers droite,BC-DVD,2015,Départementales,1,76,31,17,30768,13713,13333,4127,Départementales12015,31017,30.95,44.57,1.24,Bleu,#045BFF
7386,Mme COSTES-DANDURAND Hélène et M. ESNAULT Emilion,Divers droite,BC-DVD,2015,Départementales,2,76,31,17,30768,13377,12605,5494,Départementales22015,31017,43.59,43.48,2.51,Bleu,#045BFF
7387,Mme COTIN Marie-Christine et M. DESBOIS Michel,Divers droite,BC-DVD,2015,Départementales,1,53,22,14,14332,8241,7774,3164,Départementales12015,22014,40.7,57.5,3.26,Bleu,#045BFF
7388,Mme COTIN Marie-Christine et M. DESBOIS Michel,Divers droite,BC-DVD,2015,Départementales,2,53,22,14,14331,8527,7901,4361,Départementales22015,22014,55.2,59.5,4.37,Bleu,#045BFF
7389,Mme COUDERT Agnès et M. MOULY Didier,Divers droite,BC-DVD,2015,Départementales,1,76,11,12,15940,7829,7438,2188,Départementales12015,11012,29.42,49.12,2.45,Bleu,#045BFF
7390,Mme COUDERT Agnès et M. MOULY Didier,Divers droite,BC-DVD,2015,Départementales,2,76,11,12,15940,8484,8095,2740,Départementales22015,11012,33.85,53.22,2.44,Bleu,#045BFF
7391,Mme COURTOIS-PÉRISSÉ Jennifer et M. DINTILHAC Pierre-Alain,Divers droite,BC-DVD,2015,Départementales,1,76,31,06,32502,18648,17784,5077,Départementales12015,31006,28.55,57.37,2.66,Bleu,#045BFF
7392,Mme COURTOIS-PÉRISSÉ Jennifer et M. DINTILHAC Pierre-Alain,Divers droite,BC-DVD,2015,Départementales,2,76,31,06,32444,19615,18816,6435,Départementales22015,31006,34.2,60.46,2.46,Bleu,#045BFF
7393,Mme CRESPO Anne et M. MEFFRE Christian,Divers droite,BC-DVD,2015,Départementales,1,93,84,16,22209,13645,13071,805,Départementales12015,84016,6.16,61.44,2.58,Bleu,#045BFF
7394,Mme CRESSENS Annick et M. LOMBARD Franck,Divers droite,BC-DVD,2015,Départementales,1,84,73,19,13609,6957,6564,3568,Départementales12015,73019,54.36,51.12,2.89,Bleu,#045BFF
7395,Mme CUBAYNES-ARNT Béatrice et M. NODARIE Patrick,Divers droite,BC-DVD,2015,Départementales,1,76,46,03,8392,4464,4158,497,Départementales12015,46003,11.95,53.19,3.65,Bleu,#045BFF
7396,Mme D'ARGENTRE Magali et M. DUJARRIER Gérard,Divers droite,BC-DVD,2015,Départementales,1,52,53,09,13053,6510,5982,1594,Départementales12015,53009,26.65,49.87,4.05,Bleu,#045BFF
7397,Mme D'ARGENTRE Magali et M. DUJARRIER Gérard,Divers droite,BC-DVD,2015,Départementales,2,52,53,09,13053,5915,4945,2931,Départementales22015,53009,59.27,45.32,7.43,Bleu,#045BFF
7398,Mme DAGRON-CRETON Angélique et M. JOURDAIN Philippe,Divers droite,BC-DVD,2015,Départementales,1,24,36,13,14251,8415,7991,1474,Départementales12015,36013,18.45,59.05,2.98,Bleu,#045BFF
7399,Mme DALLE Sabine et M. SAINT-LEGER Patrice,Divers droite,BC-DVD,2015,Départementales,1,76,48,11,5396,3962,3824,1599,Départementales12015,48011,41.81,73.42,2.56,Bleu,#045BFF
7400,Mme DALLE Sabine et M. SAINT-LEGER Patrice,Divers droite,BC-DVD,2015,Départementales,2,76,48,11,5393,3981,3740,2170,Départementales22015,48011,58.02,73.82,4.47,Bleu,#045BFF
7401,Mme DANEL Aurélie et M. MARESCOT Michel,Divers droite,BC-DVD,2015,Départementales,1,28,14,15,23428,11146,10535,3327,Départementales12015,14015,31.58,47.58,2.61,Bleu,#045BFF
7402,Mme DANEL Aurélie et M. MARESCOT Michel,Divers droite,BC-DVD,2015,Départementales,2,28,14,15,23428,10151,9444,3773,Départementales22015,14015,39.95,43.33,3.02,Bleu,#045BFF
7403,Mme DANSAY Jocelyne et M. PELLE Yves,Divers droite,BC-DVD,2015,Départementales,1,53,35,20,27232,13122,12570,2861,Départementales12015,35020,22.76,48.19,2.03,Bleu,#045BFF
7404,Mme DANSAY Jocelyne et M. PELLE Yves,Divers droite,BC-DVD,2015,Départementales,2,53,35,20,27231,12423,11351,4340,Départementales22015,35020,38.23,45.62,3.94,Bleu,#045BFF
7405,Mme DAOUDOU Insya et M. OUSSENI Nomani,Divers droite,BC-DVD,2015,Départementales,1,06,976,12,9604,6165,5920,1713,Départementales12015,97612,28.94,64.19,2.55,Bleu,#045BFF
7406,Mme DAOUDOU Insya et M. OUSSENI Nomani,Divers droite,BC-DVD,2015,Départementales,2,06,976,12,9613,6644,6482,2366,Départementales22015,97612,36.5,69.11,1.69,Bleu,#045BFF
7407,Mme DARFEUILLE Marianne et M. VÉRICEL Pierre,Divers droite,BC-DVD,2015,Départementales,1,84,42,05,27312,13861,13235,5439,Départementales12015,42005,41.1,50.75,2.29,Bleu,#045BFF
7408,Mme DARFEUILLE Marianne et M. VÉRICEL Pierre,Divers droite,BC-DVD,2015,Départementales,2,84,42,05,27315,14597,14170,6440,Départementales22015,42005,45.45,53.44,1.56,Bleu,#045BFF
7409,Mme DARRIGADE Bénédicte et M. VIAL Louis,Divers droite,BC-DVD,2015,Départementales,1,75,64,07,22671,10048,9727,1064,Départementales12015,64007,10.94,44.32,1.42,Bleu,#045BFF
7410,Mme DARSES Marie-Fabienne et M. DE LAMBERT Cyrille,Divers droite,BC-DVD,2015,Départementales,1,52,44,17,27275,13401,12797,2026,Départementales12015,44017,15.83,49.13,2.21,Bleu,#045BFF
7411,Mme DAUBAS Patricia et M. DIENOT Bruno,Divers droite,BC-DVD,2015,Départementales,1,76,32,11,10209,5889,5420,529,Départementales12015,32011,9.76,57.68,4.59,Bleu,#045BFF
7412,Mme DAUCHELLE Sandrine et M. SOUFFLET Jacques,Divers droite,BC-DVD,2015,Départementales,1,32,60,17,22004,11586,11077,1466,Départementales12015,60017,13.23,52.65,2.31,Bleu,#045BFF
7413,Mme DAUGAN Marie et M. GUITTON Pierre,Divers droite,BC-DVD,2015,Départementales,1,53,35,15,23157,12662,12108,3937,Départementales12015,35015,32.52,54.68,2.39,Bleu,#045BFF
7414,Mme DAUGAN Marie et M. GUITTON Pierre,Divers droite,BC-DVD,2015,Départementales,2,53,35,15,23156,12014,11140,6512,Départementales22015,35015,58.46,51.88,3.77,Bleu,#045BFF
7415,Mme DAUGE Valérie et M. PICHON Alain,Divers droite,BC-DVD,2015,Départementales,1,75,86,03,19935,9712,9209,3642,Départementales12015,86003,39.55,48.72,2.52,Bleu,#045BFF
7416,Mme DAUGE Valérie et M. PICHON Alain,Divers droite,BC-DVD,2015,Départementales,2,75,86,03,19934,10220,9159,5798,Départementales22015,86003,63.3,51.27,5.32,Bleu,#045BFF
7417,Mme DAUTELLE Delphine et M. DEUTSCH Jean-Pierre,Divers droite,BC-DVD,2015,Départementales,1,24,28,01,17879,8768,8475,668,Départementales12015,28001,7.88,49.04,1.64,Bleu,#045BFF
7418,Mme DE BLIC Marie et M. DES MINIÈRES Arnaud,Divers droite,BC-DVD,2015,Départementales,1,53,35,24,28594,14840,14076,3337,Départementales12015,35024,23.71,51.9,2.67,Bleu,#045BFF
7419,Mme DE BLIC Marie et M. DES MINIÈRES Arnaud,Divers droite,BC-DVD,2015,Départementales,2,53,35,24,28593,14295,12981,4975,Départementales22015,35024,38.33,49.99,4.6,Bleu,#045BFF
7420,Mme DE LA TULLAYE Hélène et M. MORIN Jacques,Divers droite,BC-DVD,2015,Départementales,1,53,56,09,20084,10216,9801,490,Départementales12015,56009,5.0,50.87,2.07,Bleu,#045BFF
7421,Mme DE LA VERGNE Aude et M. HUBERT Louis,Divers droite,BC-DVD,2015,Départementales,1,53,35,05,27884,14308,13550,5824,Départementales12015,35005,42.98,51.31,2.72,Bleu,#045BFF
7422,Mme DE LA VERGNE Aude et M. HUBERT Louis,Divers droite,BC-DVD,2015,Départementales,2,53,35,05,27883,13405,12574,7294,Départementales22015,35005,58.01,48.08,2.98,Bleu,#045BFF
7423,Mme DE MAURAIGE Pascale et M. FLANDIN Thierry,Divers droite,BC-DVD,2015,Départementales,1,27,58,15,11991,6754,6498,3075,Départementales12015,58015,47.32,56.33,2.13,Bleu,#045BFF
7424,Mme DE MAURAIGE Pascale et M. FLANDIN Thierry,Divers droite,BC-DVD,2015,Départementales,2,27,58,15,11990,6646,6058,3946,Départementales22015,58015,65.14,55.43,4.9,Bleu,#045BFF
7425,Mme DE SAINT - PERN Maryse et M. TELLIER Gérard,Divers droite,BC-DVD,2015,Départementales,1,52,49,11,26465,13434,12614,2904,Départementales12015,49011,23.02,50.76,3.1,Bleu,#045BFF
7426,Mme DE SAINT - PERN Maryse et M. TELLIER Gérard,Divers droite,BC-DVD,2015,Départementales,2,52,49,11,26465,11930,10201,4337,Départementales22015,49011,42.52,45.08,6.53,Bleu,#045BFF
7427,Mme DE SAINT GERMAIN Tiphaine et M. L'HUILLIER Pierre-Jean,Divers droite,BC-DVD,2015,Départementales,1,44,54,14,16629,7821,7575,471,Départementales12015,54014,6.22,47.03,1.48,Bleu,#045BFF
7428,Mme DE SOUANCÉ Pascale et M. LAMIRAULT Luc,Divers droite,BC-DVD,2015,Départementales,1,24,28,13,20883,11331,10826,3837,Départementales12015,28013,35.44,54.26,2.42,Bleu,#045BFF
7429,Mme DE SOUANCÉ Pascale et M. LAMIRAULT Luc,Divers droite,BC-DVD,2015,Départementales,2,24,28,13,20876,11675,11294,4493,Départementales22015,28013,39.78,55.93,1.83,Bleu,#045BFF
7430,Mme DE STOPPELEIRE Annick et M. LAIR Christian,Divers droite,BC-DVD,2015,Départementales,1,28,61,19,7978,4495,4305,839,Départementales12015,61019,19.49,56.34,2.38,Bleu,#045BFF
7431,Mme DECLOUX Soiny et M. GUERIN Dominique,Divers droite,BC-DVD,2015,Départementales,1,44,08,01,9822,5904,5532,1347,Départementales12015,08001,24.35,60.11,3.79,Bleu,#045BFF
7432,Mme DELONG Sophie et M. MAUGRAS Jacky,Divers droite,BC-DVD,2015,Départementales,1,44,52,10,9084,4699,4454,1107,Départementales12015,52010,24.85,51.73,2.7,Bleu,#045BFF
7433,Mme DELORME Ghislaine et M. RAIMBAULT Franck,Divers droite,BC-DVD,2015,Départementales,1,44,52,13,9382,4752,4449,1254,Départementales12015,52013,28.19,50.65,3.23,Bleu,#045BFF
7434,Mme DELORME Ghislaine et M. RAIMBAULT Franck,Divers droite,BC-DVD,2015,Départementales,2,44,52,13,9381,4774,4327,2066,Départementales22015,52013,47.75,50.89,4.76,Bleu,#045BFF
7435,Mme DELRIEU-TOURTOULOU Annie et M. FABRE Philippe,Divers droite,BC-DVD,2015,Départementales,1,84,15,14,9290,5394,5090,1574,Départementales12015,15014,30.92,58.06,3.27,Bleu,#045BFF
7436,Mme DELRIEU-TOURTOULOU Annie et M. FABRE Philippe,Divers droite,BC-DVD,2015,Départementales,2,84,15,14,9289,5394,4948,2728,Départementales22015,15014,55.13,58.07,4.8,Bleu,#045BFF
7437,Mme DELZERS Catherine et M. PAUL Jacques,Divers droite,BC-DVD,2015,Départementales,1,93,83,01,28888,14775,13770,1949,Départementales12015,83001,14.15,51.15,3.48,Bleu,#045BFF
7438,Mme DESJARDINS Nathalie et M. KARKI Mustapha,Divers droite,BC-DVD,2015,Départementales,1,75,86,14,17270,8339,7896,2091,Départementales12015,86014,26.48,48.29,2.57,Bleu,#045BFF
7439,Mme DESJARDINS Nathalie et M. KARKI Mustapha,Divers droite,BC-DVD,2015,Départementales,2,75,86,14,17271,7891,7031,3012,Départementales22015,86014,42.84,45.69,4.98,Bleu,#045BFF
7440,Mme DESQUESNE Valérie et M. ROCA Michel,Divers droite,BC-DVD,2015,Départementales,1,28,14,10,17414,9029,8289,3200,Départementales12015,14010,38.61,51.85,4.25,Bleu,#045BFF
7441,Mme DESQUESNE Valérie et M. ROCA Michel,Divers droite,BC-DVD,2015,Départementales,2,28,14,10,17398,9400,8963,3607,Départementales22015,14010,40.24,54.03,2.51,Bleu,#045BFF
7442,Mme DEVIN Isabelle et M. FRANCOIS Michel,Divers droite,BC-DVD,2015,Départementales,1,44,54,02,21488,10887,10465,582,Départementales12015,54002,5.56,50.67,1.96,Bleu,#045BFF
7443,Mme DI BERNARDO Maryse et M. LEMAIRE Jean,Divers droite,BC-DVD,2015,Départementales,1,11,78,07,36678,16946,16272,2205,Départementales12015,78007,13.55,46.2,1.84,Bleu,#045BFF
7444,Mme DIBON-COURTIN Cécile et M. SMAINE Mehdi,Divers droite,BC-DVD,2015,Départementales,1,76,12,16,6672,3408,3121,171,Départementales12015,12016,5.48,51.08,4.3,Bleu,#045BFF
7445,Mme DJERBI Latifa et M. FAUTRAD François,Divers droite,BC-DVD,2015,Départementales,1,52,44,16,26016,13009,12548,440,Départementales12015,44016,3.51,50.0,1.77,Bleu,#045BFF
7446,Mme DOMART Ginette et M. ROYÉ Claude,Divers droite,BC-DVD,2015,Départementales,1,27,58,10,10077,6027,5654,1371,Départementales12015,58010,24.25,59.81,3.7,Bleu,#045BFF
7447,Mme DOMART Ginette et M. ROYÉ Claude,Divers droite,BC-DVD,2015,Départementales,2,27,58,10,10073,5954,5414,2179,Départementales22015,58010,40.25,59.11,5.36,Bleu,#045BFF
7448,Mme DOUBLE-BATTISTELLA Annie et M. VELAY Robert,Divers droite,BC-DVD,2015,Départementales,1,93,06,26,29747,16151,15491,3054,Départementales12015,06026,19.71,54.29,2.22,Bleu,#045BFF
7449,Mme DRISS Jeannette et M. ROUX Jean-Luc,Divers droite,BC-DVD,2015,Départementales,1,76,11,04,14071,7915,7410,1650,Départementales12015,11004,22.27,56.25,3.59,Bleu,#045BFF
7450,Mme DROMART Evelyne et M. DUVERGE Bruno,Divers droite,BC-DVD,2015,Départementales,1,32,62,09,26735,14756,13874,4184,Départementales12015,62009,30.16,55.19,3.3,Bleu,#045BFF
7451,Mme DROMART Evelyne et M. DUVERGE Bruno,Divers droite,BC-DVD,2015,Départementales,2,32,62,09,26734,14692,13270,6917,Départementales22015,62009,52.13,54.96,5.32,Bleu,#045BFF
7452,Mme DROUHAUT Valérie et M. LAPORTE Hubert,Divers droite,BC-DVD,2015,Départementales,1,75,33,26,33848,16415,15679,4730,Départementales12015,33026,30.17,48.5,2.17,Bleu,#045BFF
7453,Mme DROUHAUT Valérie et M. LAPORTE Hubert,Divers droite,BC-DVD,2015,Départementales,2,75,33,26,33855,15946,14344,7393,Départementales22015,33026,51.54,47.1,4.73,Bleu,#045BFF
7454,Mme DUCOS Laurence et M. MERLY Alain,Divers droite,BC-DVD,2015,Départementales,1,75,47,06,10183,6138,5891,1740,Départementales12015,47006,29.54,60.28,2.43,Bleu,#045BFF
7455,Mme DUCOS Laurence et M. MERLY Alain,Divers droite,BC-DVD,2015,Départementales,2,75,47,06,10183,6158,5421,3436,Départementales22015,47006,63.38,60.47,7.24,Bleu,#045BFF
7456,Mme DUFOUR Mélanie et M. SAUZET Olivier,Divers droite,BC-DVD,2015,Départementales,1,76,30,16,23644,13323,12915,1680,Départementales12015,30016,13.01,56.35,1.73,Bleu,#045BFF
7457,Mme DUHAMEL Florence et M. MEKHAEIL Amir,Divers droite,BC-DVD,2015,Départementales,1,76,81,21,11555,6616,6254,237,Départementales12015,81021,3.79,57.26,3.13,Bleu,#045BFF
7458,Mme DUHAMEL Sylvia et M. LENQUETTE André,Divers droite,BC-DVD,2015,Départementales,1,32,59,03,35483,14623,14060,3296,Départementales12015,59003,23.44,41.21,1.59,Bleu,#045BFF
7459,Mme DUHAMEL Sylvia et M. LENQUETTE André,Divers droite,BC-DVD,2015,Départementales,2,32,59,03,35476,14595,13553,6828,Départementales22015,59003,50.38,41.14,2.94,Bleu,#045BFF
7460,Mme DULIEGE Fabienne et M. HEISON Christian,Divers droite,BC-DVD,2015,Départementales,1,84,74,12,29849,14356,13175,8379,Départementales12015,74012,63.6,48.1,3.96,Bleu,#045BFF
7461,Mme DUMESNIL Estelle et M. VASSE Sylvain,Divers droite,BC-DVD,2015,Départementales,1,28,76,32,24124,12937,12393,2224,Départementales12015,76032,17.95,53.63,2.26,Bleu,#045BFF
7462,Mme DUMEYLET Isabelle et M. NICOLAS Pierre,Divers droite,BC-DVD,2015,Départementales,1,75,87,19,15370,9160,8601,1434,Départementales12015,87019,16.67,59.6,3.64,Bleu,#045BFF
7463,Mme DUPEROIR Béatrice et M. HEINIS Emmanuel,Divers droite,BC-DVD,2015,Départementales,1,84,74,17,34606,14472,13866,426,Départementales12015,74017,3.07,41.82,1.75,Bleu,#045BFF
7464,Mme DUQUESNE Lucie et M. FABRE Olivier,Divers droite,BC-DVD,2015,Départementales,1,76,81,17,13287,7846,7524,2519,Départementales12015,81017,33.48,59.05,2.42,Bleu,#045BFF
7465,Mme DUQUESNE Lucie et M. FABRE Olivier,Divers droite,BC-DVD,2015,Départementales,2,76,81,17,13289,8266,8000,3118,Départementales22015,81017,38.98,62.2,2.0,Bleu,#045BFF
7466,Mme DURA Jeanne et M. REVEL Henri,Divers droite,BC-DVD,2015,Départementales,1,93,06,06,33557,16524,15948,1326,Départementales12015,06006,8.31,49.24,1.72,Bleu,#045BFF
7467,Mme DURAND Christine et M. NOUVELOT Cédric,Divers droite,BC-DVD,2015,Départementales,1,28,14,11,23308,12422,11946,3437,Départementales12015,14011,28.77,53.3,2.04,Bleu,#045BFF
7468,Mme DURAND Christine et M. NOUVELOT Cédric,Divers droite,BC-DVD,2015,Départementales,2,28,14,11,23306,11842,10697,6092,Départementales22015,14011,56.95,50.81,4.91,Bleu,#045BFF
7469,Mme DURAND-SMET Marie et M. HAMON Bruno,Divers droite,BC-DVD,2015,Départementales,1,11,78,04,53347,24220,23635,3387,Départementales12015,78004,14.33,45.4,1.1,Bleu,#045BFF
7470,Mme DUSSAPT Christiane et M. GRABKOWIAK Laurent,Divers droite,BC-DVD,2015,Départementales,1,84,74,17,34606,14472,13866,1545,Départementales12015,74017,11.14,41.82,1.75,Bleu,#045BFF
